timestamp,series_1_yearly,series_2_yearly_seasonal,series_3_yearly_seasonal_weekly,series_4_yearly_seasonal_weekly_daily
2023-01-01 00:00:00,0.04967141530112327,0.012034991537717114,-0.038112589883555925,0.03669814534979538
2023-01-01 01:00:00,-0.013009171581908598,0.07372365717806682,0.07421885916455882,0.02104961321108865
2023-01-01 02:00:00,0.06640337051148826,-0.08250269467588006,-0.11998847375043191,-0.10381643888668582
2023-01-01 03:00:00,0.1547547597704294,0.17458545512121904,-0.09869923969773003,0.16507808893832646
2023-01-01 04:00:00,-0.020146307021500325,-0.1980048923721684,-0.008227506802948436,-0.035353562002180504
2023-01-01 05:00:00,-0.019327410398879412,0.15393063749470742,-0.10957952033997148,0.09040401727757053
2023-01-01 06:00:00,0.16282481984698327,0.0055489923004783375,-0.15772738935704014,-0.04241670985871926
2023-01-01 07:00:00,0.08246426199774275,0.1120033377148847,-0.11172045516399809,0.3051389416415327
2023-01-01 08:00:00,-0.04040940130783012,0.04980715868838548,0.018627173855337936,0.19272084701489864
2023-01-01 09:00:00,0.061611286895484854,0.04970425569610844,0.11118180243309247,-0.015170495127961897
2023-01-01 10:00:00,-0.03816924481411838,0.07220389447639453,0.11844920274966451,0.07215860881307518
2023-01-01 11:00:00,-0.037583212649634413,0.09936143352287606,0.21723675029998146,-0.03930114686757802
2023-01-01 12:00:00,0.03400322404529181,-0.012749602283211876,0.073688366044354,0.027923230037011977
2023-01-01 13:00:00,-0.1807037978237488,0.12529077976066777,0.09215778076823314,0.10565597416001782
2023-01-01 14:00:00,-0.16105033165287014,-0.0849589061954222,0.048447452459621704,0.14799288830292082
2023-01-01 15:00:00,-0.04397008153518589,0.024632283957658055,0.058185902368203285,-0.05961224521446262
2023-01-01 16:00:00,-0.08820722638895746,0.11043940707105618,0.29122895360971196,-0.009001843130846676
2023-01-01 17:00:00,0.04531782725570317,0.12802112673793753,0.11403653105920195,0.16275940761659652
2023-01-01 18:00:00,-0.07609211147711203,0.07627508106812529,0.12737260333727068,0.204936469791626
2023-01-01 19:00:00,-0.12570287862151608,-0.007466354199686671,-0.01740979956799764,0.0004704057082911134
2023-01-01 20:00:00,0.16290955683037495,0.12322021923112529,0.1426089426618537,0.17993172730051793
2023-01-01 21:00:00,-0.0054157690639897865,-0.031710779717473665,0.17176972024540288,-0.031764861994148755
